,ent_h,rel,ent_t
639,2_month_old,is_not,5_month_old
640,2_month_old,is_not,6_month_old
641,2_month_old,is_not,7_month_old
642,2_month_old,is_not,8_month_old
643,2_month_old,is_not,9_month_old
644,30_month_old,is_a,monthly_stage
645,30_month_old,is_a,person
646,30_month_old,is_a,toddler_stage
647,30_month_old,is_not,31_month_old
648,30_month_old,is_not,32_month_old
649,30_month_old,is_not,33_month_old
650,30_month_old,is_not,34_month_old
651,30_month_old,is_not,35_month_old
652,30_month_old,is_not,36_month_old
653,30_month_old,is_not,4_month_old
654,30_month_old,is_not,5_month_old
655,30_month_old,is_not,6_month_old
656,30_month_old,is_not,7_month_old
657,30_month_old,is_not,8_month_old
658,30_month_old,is_not,9_month_old
659,31_month_old,is_a,monthly_stage
660,31_month_old,is_a,person
661,31_month_old,is_a,toddler_stage
662,31_month_old,is_not,32_month_old
663,31_month_old,is_not,33_month_old
664,31_month_old,is_not,34_month_old
665,31_month_old,is_not,35_month_old
666,31_month_old,is_not,36_month_old
667,31_month_old,is_not,4_month_old
668,31_month_old,is_not,5_month_old
669,31_month_old,is_not,6_month_old
670,31_month_old,is_not,7_month_old
671,31_month_old,is_not,8_month_old
672,31_month_old,is_not,9_month_old
673,32_month_old,is_a,monthly_stage
674,32_month_old,is_a,person
675,32_month_old,is_a,toddler_stage
676,32_month_old,is_not,33_month_old
677,32_month_old,is_not,34_month_old
678,32_month_old,is_not,35_month_old
679,32_month_old,is_not,36_month_old
680,32_month_old,is_not,4_month_old
681,32_month_old,is_not,5_month_old
682,32_month_old,is_not,6_month_old
683,32_month_old,is_not,7_month_old
684,32_month_old,is_not,8_month_old
685,32_month_old,is_not,9_month_old
686,33_month_old,is_a,monthly_stage
687,33_month_old,is_a,person
688,33_month_old,is_a,toddler_stage
689,33_month_old,is_not,35_month_old
690,33_month_old,is_not,36_month_old
691,33_month_old,is_not,4_month_old
692,33_month_old,is_not,5_month_old
693,33_month_old,is_not,6_month_old
694,33_month_old,is_not,7_month_old
695,33_month_old,is_not,8_month_old
696,33_month_old,is_not,9_month_old
697,34_month_old,is_a,monthly_stage
698,34_month_old,is_a,person
699,34_month_old,is_a,toddler_stage
700,34_month_old,is_not,35_month_old
701,34_month_old,is_not,36_month_old
702,34_month_old,is_not,4_month_old
703,34_month_old,is_not,5_month_old
704,34_month_old,is_not,6_month_old
705,34_month_old,is_not,7_month_old
706,34_month_old,is_not,8_month_old
707,34_month_old,is_not,9_month_old
708,35_month_old,is_a,monthly_stage
709,35_month_old,is_a,person
710,35_month_old,is_a,toddler_stage
711,35_month_old,is_not,36_month_old
712,35_month_old,is_not,4_month_old
713,35_month_old,is_not,5_month_old
714,35_month_old,is_not,6_month_old
715,35_month_old,is_not,7_month_old
716,35_month_old,is_not,8_month_old
717,35_month_old,is_not,9_month_old
718,36_month_old,is_a,monthly_stage
719,36_month_old,is_a,person
720,36_month_old,is_a,toddler_stage
721,36_month_old,is_not,4_month_old
722,36_month_old,is_not,5_month_old
723,36_month_old,is_not,6_month_old
724,36_month_old,is_not,7_month_old
725,36_month_old,is_not,8_month_old
726,36_month_old,is_not,9_month_old
727,3_month_old,is_a,baby_stage
728,3_month_old,is_a,monthly_stage
729,3_month_old,is_a,person
730,3_month_old,is_not,30_month_old
731,3_month_old,is_not,31_month_old
732,3_month_old,is_not,32_month_old
733,3_month_old,is_not,33_month_old
734,3_month_old,is_not,34_month_old
735,3_month_old,is_not,35_month_old
736,3_month_old,is_not,36_month_old
737,3_month_old,is_not,4_month_old
738,3_month_old,is_not,5_month_old
739,3_month_old,is_not,6_month_old
740,3_month_old,is_not,7_month_old
741,3_month_old,is_not,8_month_old
742,3_month_old,is_not,9_month_old
743,4_month_old,is_a,baby_stage
744,4_month_old,is_a,monthly_stage
745,4_month_old,is_a,person
746,4_month_old,is_not,5_month_old
747,4_month_old,is_not,6_month_old
748,4_month_old,is_not,7_month_old
749,4_month_old,is_not,8_month_old
750,4_month_old,is_not,9_month_old
751,5_month_old,is_a,baby_stage
752,5_month_old,is_a,monthly_stage
753,5_month_old,is_a,person
754,5_month_old,is_not,6_month_old
755,5_month_old,is_not,7_month_old
756,5_month_old,is_not,8_month_old
757,5_month_old,is_not,9_month_old
758,6_month_old,is_a,baby_stage
759,6_month_old,is_a,monthly_stage
760,6_month_old,is_a,person
761,6_month_old,is_not,7_month_old
762,6_month_old,is_not,8_month_old
763,6_month_old,is_not,9_month_old
764,7_month_old,is_a,baby_stage
765,7_month_old,is_a,monthly_stage
766,7_month_old,is_a,person
767,7_month_old,is_not,8_month_old
768,7_month_old,is_not,9_month_old
769,8_month_old,is_a,baby_stage
770,8_month_old,is_a,monthly_stage
771,8_month_old,is_a,person
772,8_month_old,is_not,9_month_old
773,9_month_old,is_a,baby_stage
774,9_month_old,is_a,monthly_stage
775,9_month_old,is_a,person
776,accurate_hearing,is_a,auditory_sense
777,acorn_squash,is_a,vegetable
778,acting_differently_to_environment,is_a,development
779,adult,is_a,person
780,adult,is_not,baby
781,adult,is_not,boy
782,adult,is_not,girl
783,adult,is_not,kid
784,adult,is_not,toddler
785,apple,is_a,fruit
786,asking_everything,is_a,social_behavior
787,attention_hogs,is_a,development
788,auditory_sense,is_a,five_senses
789,autism,is_a,illness
790,avocado,is_a,vegetable
791,avoiding_struggle,is_a,tips
792,aware_of_being_away,is_a,separation_anxiety
793,babbling,is_a,speech
794,baby,is_a,kid
795,baby,is_not,toddler
796,baby_stage,is_a,growth_stage
797,baby_stage,is_a,monthly_stage
798,baby_stage,is_not,13_month_old
799,baby_stage,is_not,14_month_old
800,baby_stage,is_not,15_month_old
801,baby_stage,is_not,16_month_old
802,baby_stage,is_not,17_month_old
803,baby_stage,is_not,18_month_old
804,baby_stage,is_not,19_month_old
805,baby_stage,is_not,20_month_old
806,baby_stage,is_not,21_month_old
807,baby_stage,is_not,22_month_old
808,baby_stage,is_not,23_month_old
809,baby_stage,is_not,24_month_old
810,baby_stage,is_not,25_month_old
811,baby_stage,is_not,26_month_old
812,baby_stage,is_not,27_month_old
813,baby_stage,is_not,28_month_old
814,baby_stage,is_not,29_month_old
815,baby_stage,is_not,30_month_old
816,baby_stage,is_not,31_month_old
817,baby_stage,is_not,32_month_old
818,baby_stage,is_not,33_month_old
819,baby_stage,is_not,34_month_old
820,baby_stage,is_not,35_month_old
821,baby_stage,is_not,36_month_old
822,baby_stage,is_not,toddler_stage
823,back_and_forth,is_a,rolling
824,bad_manner,is_a,social_behavior
825,balancing_meal,is_a,tips
826,banana,is_a,fruit
827,barley,is_a,grain
828,bath,is_a,activity
829,bath,is_a,tips
830,bean,is_a,grain
831,bed_time_story,is_a,activity
832,bed_time_story,is_a,tips
833,bedtime_call,is_a,night_terror
834,beef,is_a,protein
835,being_bored,is_a,cause
836,being_frustrated,is_a,cause
837,being_hungry,is_a,cause
838,being_sick,is_a,cause
839,being_tired,is_a,cause
840,better_childproofing,is_a,tips
841,better_moving_and_focusing,is_a,vision
842,biological_tendency,is_a,cause
843,biting,is_a,violent_behavior
844,blowing_bubbles,is_a,activity
845,blue_berry,is_a,fruit
846,blurry_sight,is_a,vision
847,bossiness,is_a,social_behavior
848,bouncing_ball,is_a,playing_ball
849,boy,is_a,kid
850,boy,is_not,girl
851,brave,is_a,development
852,breast_feeding,is_a,doing
853,breast_milk,is_a,milk
854,bringing_their_hand_to_their_mouth,is_a,behavior
855,broccoli,is_a,grean_leafy_veggie
856,brown_rice_cereal,is_a,cereal
857,building_block,is_a,motor_skill
858,butternut_squash,is_a,vegetable
859,calcium_supplement,is_a,nutritional_supplement
860,caring_baby_doll,is_a,activity
861,carrot,is_a,vegetable
862,cause,is_a,advice
863,celery,is_a,vegetable
864,cereal,is_a,grain
865,check_autism,is_a,checklist
866,checklist,is_a,advice
867,cheddar_cheese,is_a,cheese
868,cheese,is_a,diary
869,cherry_tomato,is_a,vegetable
870,chicken,is_a,protein
871,childproofing,is_a,tips
872,chores,is_a,activity
873,claming_child,is_a,tips
874,climbing,is_a,motor_skill
875,climbing_out_of_the_crib,is_a,sleep_behavior
876,cognitive_behavior,is_a,behavior
877,coloring,is_a,activity
878,coloring_with_crayons,is_a,coloring
879,comforted_by_parents_touch,is_a,touch
880,communicative,is_a,development
881,concentration,is_a,cognitive_behavior
882,conditional_separation_anxiety,is_a,separation_anxiety
883,conditional_tantrum,is_a,tantrum
884,confident,is_a,development
885,constipation,is_a,illness
886,cooked_veggie,is_a,vegetable
887,cough_into_crook,is_a,tips
888,coughing,is_a,illness
889,crawling,is_a,motor_skill
890,crawling_well,is_a,crawling
891,crib_tent,is_a,tips
892,crib_to_bed,is_a,sleep_behavior
893,cutting_into_tiny_piece,is_a,tips
894,dancing,is_a,activity
895,declining_nap_time,is_a,sleep_behavior
896,declining_tantrum,is_a,tantrum
897,defiance,is_a,social_behavior
898,defiant,is_a,development
899,developed_smelling,is_a,smell
900,developemental_leap,is_a,cause
901,diarrhea,is_a,illness
902,diary,is_a,food
903,discouraging,is_a,tips
904,disobeying,is_a,social_behavior
905,distinguishing_different_color,is_a,vision
906,distinguishing_gender_of_voice,is_a,auditory_sense
907,distract_at_doctors,is_a,checklist
908,doing_latch_board,is_a,activity
909,doing_puzzle,is_a,activity
910,drawing_coloring,is_a,activity
911,drawing_crayon,is_a,activity
912,drawing_paint,is_a,activity
913,drawing_shape,is_a,activity
914,dressing_independently,is_a,motor_skill
915,etc,is_a,five_senses
916,eating,is_a,doing
917,eating_independently,is_a,eating
918,egg,is_a,protein
919,egg_yolk,is_a,egg
920,emotional_behavior,is_a,behavior
921,encouraging_child_to_sit_on_potty_seat,is_a,potty_training
922,energetic,is_a,development
923,explore_new_food,is_a,tips
924,falling_back_to_sleep,is_a,tips
925,fast_learner,is_a,development
926,fearing_stranger,is_a,social_behavior
927,feeling_object_with_mouth,is_a,behavior
928,feeling_objects_with_mouth,is_a,etc
929,female,is_a,gender
930,fever,is_a,illness
931,fiber_gummy,is_a,nutritional_supplement
932,first_real_bath,is_a,doing
933,fluoride_toothpaste,is_a,checklist
934,focusing_on_objects_about8-12_inches,is_a,vision
935,focusing_on_things_within_their_foot,is_a,vision
936,following_instruction,is_a,social_milestone
937,following_moving_objects,is_a,vision
938,formula_milk,is_a,milk
939,friendship,is_a,social_behavior
940,from_tummy_to_back,is_a,rolling
941,fruit,is_a,food
942,fruit_snack,is_a,snack
943,frustrating,is_a,development
944,fun_loving,is_a,development
945,getting_ready_to_crawl,is_a,crawling
946,giggling,is_a,behavior
947,girl,is_a,kid
948,giving_big_kid_job,is_a,checklist
949,giving_menu_choice,is_a,tips
950,going_grocery_shopping,is_a,outing
951,going_grocery_shopping,is_a,tips
952,going_to_book_space,is_a,outing
953,going_to_daycare,is_a,social_milestone
954,going_to_kids_gym,is_a,outing
955,going_to_pre_school,is_a,social_milestone
956,going_to_sightseeing,is_a,outing
957,going_to_the_park,is_a,outing
958,going_to_the_pet_store,is_a,outing
959,going_to_the_train_station,is_a,outing
960,good_hygiene,is_a,checklist
961,grain,is_a,food
962,grape,is_a,fruit
963,grasping_things,is_a,behavior
964,grean_leafy_veggie,is_a,vegetable
965,green_beans,is_a,vegetable
966,growth_stage,is_a,stage
967,hand_skills,is_a,doing
968,hand_washing,is_a,hygiene_training
969,head_shoulder_knee_toe,is_a,activity
970,hearing_disease,is_a,illness
971,heart_disease,is_a,illness
972,hitting,is_a,violent_behavior
973,hot_dog,is_a,snack
974,hygiene_training,is_a,doing
975,identification,is_a,understanding
976,imaginary_friend,is_a,social_behavior
977,improving_depth_perception,is_a,etc
978,improving_distance_vision,is_a,vision
979,inappropriate_nap,is_a,cause
980,independence,is_a,social_behavior
981,independent,is_a,development
982,individual_personality,is_a,development
983,interested_in_parents_saying,is_a,auditory_sense
984,interested_in_touching_different_textures_and_shapes,is_a,touch
985,introducing_potty,is_a,potty_training
986,iron_supplement,is_a,nutritional_supplement
987,irregular_picky_eating,is_a,eating
988,jerking_and_quivering_arms,is_a,doing
989,juice,is_a,snack
990,jumping,is_a,motor_skill
991,keening_reflexes,is_a,doing
992,keep_leading_back_to_child_bed,is_a,tips
993,keep_offering_food_options,is_a,tips
994,keep_quote,is_a,checklist
995,keeping_distant,is_a,tips
996,keeping_hands_tight_in_fists,is_a,doing
997,kicking_ball,is_a,motor_skill
998,kicking_ball,is_a,playing_ball
999,kid,is_a,person
1000,knowing_what_to_do_with_hands,is_a,etc
1001,lacing,is_a,activity
1002,langage_heavy_learner,is_a,development
1003,laughing,is_a,doing
1004,leading_by_example,is_a,tips
1005,lifting_their_head_and_shoulder,is_a,doing
1006,limiting_tv_time,is_a,tips
1007,listening_and_imitating_parents_chat,is_a,auditory_sense
1008,looking_and_listening_at_the_sametime,is_a,vision
1009,looking_at_things_in_distance_and_close_things,is_a,vision
1010,looking_things_closely,is_a,vision
1011,loving_repetition,is_a,cognitive_behavior
1012,loving_soft_things,is_a,touch
1013,low_fat_diary,is_a,diary
1014,lying,is_a,social_behavior
1015,making_cardboard_house,is_a,activity
1016,making_collage,is_a,activity
1017,making_easy_art,is_a,activity
1018,making_eye_contact,is_a,vision
1019,making_eyecontact,is_a,vision
1020,making_room_dark_and_quiet,is_a,tips
1021,making_some_sounds_like_oh,is_a,etc
1022,male,is_a,gender
1023,mango,is_a,fruit
1024,milk,is_a,diary
1025,mimicking,is_a,doing
1026,mixed_juice,is_a,juice
1027,monthly_stage,is_a,stage
1028,motor_skill,is_a,doing
1029,moving_freely,is_a,doing
1030,night_terror,is_a,sleep_behavior
1031,nightmare,is_a,sleep_behavior
1032,no_late_nap,is_a,tips
1033,no_long_lecture,is_a,checklist
1034,nose_picking,is_a,behavior
1035,not_force_eating,is_a,tips
1036,not_responding_right_away,is_a,checklist
1037,not_yet,is_a,potty_training
1038,nutritional_supplement,is_a,food
1039,oatmeal_baby_cereal,is_a,cereal
1040,occasional_negative_emotion,is_a,emotional_behavior
1041,one-_step_commands,is_a,understanding
1042,opening_and_closing_hands,is_a,hand_skills
1043,oreo,is_a,snack
1044,outing,is_a,activity
1045,parallel_playing,is_a,social_behavior
1046,passing_ball,is_a,playing_ball
1047,passing_objects_from_one_hand_to_the_other,is_a,hand_skills
1048,pasta,is_a,grain
1049,peach,is_a,fruit
1050,pear,is_a,fruit
1051,physically_active,is_a,development
1052,picking_things,is_a,hand_skills
1053,picking_up,is_a,motor_skill
1054,picky_eating,is_a,eating
1055,pinto_bean,is_a,grain
1056,plan_birthday_party,is_a,checklist
1057,playing_ball,is_a,activity
1058,playing_block,is_a,activity
1059,playing_board_game,is_a,activity
1060,playing_catch,is_a,activity
1061,playing_catch,is_a,playing_ball
1062,playing_clay,is_a,activity
1063,playing_colorful_toy,is_a,activity
1064,playing_counting_game,is_a,activity
1065,playing_dates,is_a,activity
1066,playing_difficult_block,is_a,activity
1067,playing_hide_and_seek,is_a,activity
1068,playing_independently,is_a,activity
1069,playing_music,is_a,activity
1070,playing_musical_instrument,is_a,activity
1071,playing_patty_cake,is_a,activity
1072,playing_peek_a_boo,is_a,activity
1073,playing_pretend,is_a,activity
1074,playing_pulling_toy,is_a,activity
1075,playing_puppet,is_a,activity
1076,playing_push_and_pull_toy,is_a,activity
1077,playing_pushing_toy,is_a,activity
1078,playing_soccer,is_a,activity
1079,playing_tag,is_a,activity
1080,playing_texture_toy,is_a,activity
1081,plenty_daytime_activity,is_a,checklist
1082,plyaing_pop_up_toy,is_a,activity
1083,pointing,is_a,hand_skills
1084,potato,is_a,vegetable
1085,potty_training,is_a,doing
1086,potty_training_ready,is_a,potty_training
1087,practicing_fine_motor_skill,is_a,motor_skill
1088,praise_sharing,is_a,praising_positive_behavior
1089,praising_positive_behavior,is_a,tips
1090,preparing_the_meal,is_a,activity
1091,preparing_the_meal,is_a,tips
1092,pretending_objects,is_a,activity
1093,prone_to_chocking,is_a,illness
1094,prone_to_stress,is_a,emotional_behavior
1095,protein,is_a,food
1096,prune,is_a,fruit
1097,pulling_pants,is_a,potty_training
1098,pumpkin,is_a,vegetable
1099,pushing,is_a,violent_behavior
1100,pushing_toy,is_a,activity
1101,pushing_up_to_their_elbows,is_a,rolling
1102,quinoa,is_a,grain
1103,raisin,is_a,grape
1104,reading_book,is_a,activity
1105,reassuring_comming_back,is_a,tips
1106,reassuring_okay,is_a,tips
1107,recognizing_familiar_faces_and_objects,is_a,vision
1108,recognizing_familiar_sounds,is_a,auditory_sense
1109,recognizing_parents,is_a,vision
1110,recognizing_parents_voice,is_a,auditory_sense
1111,refusing_bedtime,is_a,sleep_behavior
1112,refusing_food,is_a,eating
1113,refusing_nap,is_a,sleep_behavior
1114,regular_milk,is_a,milk
1115,repeating_same_consonants,is_a,speech
1116,repetition,is_a,behavior
1117,resistent,is_a,development
1118,responding_quickly_to_noise,is_a,auditory_sense
1119,responding_to_parents,is_a,doing
1120,rhyming,is_a,activity
1121,rice,is_a,grain
1122,rice_cracker,is_a,snack
1123,riding_toys,is_a,activity
1124,riding_tricycle,is_a,activity
1125,riding_tricycle,is_a,motor_skill
1126,rolling,is_a,doing
1127,rolling_ball,is_a,playing_ball
1128,rolling_freely,is_a,rolling
1129,rolling_the_ball,is_a,playing_ball
1130,routined_sleep,is_a,tips
1131,rude,is_a,development
1132,running,is_a,motor_skill
1133,running_away,is_a,social_behavior
1134,sandwich,is_a,grain
1135,saulty_snack,is_a,snack
1136,saying10-20_words,is_a,speech
1137,saying_at_least2-3_words,is_a,speech
1138,saying_at_leat1_words,is_a,speech
1139,saying_mom_and_dad,is_a,speech
1140,saying_no,is_a,social_behavior
1141,saying_two-word_phrases,is_a,speech
1142,scribble,is_a,coloring
1143,seeing_clearly,is_a,vision
1144,seeing_everything_in_full_color,is_a,vision
1145,seeing_pediatrician,is_a,tips
1146,seeing_well_across_the_room,is_a,vision
1147,seeking_approval,is_a,social_behavior
1148,seeking_attention,is_a,social_behavior
1149,self_centered,is_a,development
1150,sense_of_humor,is_a,social_behavior
1151,separation_anxiety,is_a,emotional_behavior
1152,sexual_curiosity,is_a,behavior
1153,shape_sorting,is_a,sorting
1154,short_attention_span,is_a,cognitive_behavior
1155,showing_off,is_a,development
1156,showing_readiness_of_potty_training,is_a,potty_training
1157,shyness,is_a,social_behavior
1158,simple_chores,is_a,chores
1159,singing,is_a,activity
1160,sitting,is_a,doing
1161,sitting_long_period_time,is_a,sitting
1162,sitting_up_by_themselves,is_a,sitting
1163,sitting_with_help,is_a,sitting
1164,sitting_without_any_support,is_a,sitting
1165,skim_milk,is_a,milk
1166,sleep_behavior,is_a,behavior
1167,sleep_regression,is_a,sleep_behavior
1168,sleep_training,is_a,doing
1169,sleeping_without_cuddling,is_a,tips
1170,smell,is_a,five_senses
1171,smiling_to_parents_voice,is_a,auditory_sense
1172,snack,is_a,food
1173,social_behavior,is_a,behavior
1174,social_milestone,is_a,doing
1175,some_potty_training_mastered,is_a,potty_training
1176,some_potty_training_ready,is_a,potty_training
1177,soothing_themselves_by_sucking_their_fists,is_a,hand_skills
1178,sorting,is_a,activity
1179,speaking100_to250_words,is_a,speech
1180,speaking10_to20_words,is_a,speech
1181,speaking20_to50_words,is_a,speech
1182,speaking250_to450_words,is_a,speech
1183,speaking50or100_words,is_a,speech
1184,speaking_four_word_sentence,is_a,speech
1185,speaking_in_sentences,is_a,speech
1186,speaking_phrase,is_a,speech
1187,speaking_three_word_sentence,is_a,speech
1188,speaking_two_phrases,is_a,speech
1189,speaking_two_word_sentence,is_a,speech
1190,speech,is_a,doing
1191,speech_delay,is_a,illness
1192,spinach,is_a,grean_leafy_veggie
1193,squating,is_a,motor_skill
1194,stacking_blocks,is_a,playing_block
1195,standing,is_a,doing
1196,standing_by_themselves,is_a,standing
1197,standing_few_moments_by_themselves,is_a,standing
1198,standing_one_foot,is_a,motor_skill
1199,standing_using_furniture,is_a,standing
1200,standing_with_parents_help,is_a,standing
1201,starting_crawling,is_a,crawling
1202,starting_teething,is_a,teething
1203,steamed_veggie,is_a,vegetable
1204,stepping,is_a,motor_skill
1205,stepping_one_foot,is_a,motor_skill
1206,stubborn,is_a,development
1207,sufficient_sleep,is_a,tips
1208,sugary_snack,is_a,snack
1209,suggesting_fact,is_a,tips
1210,supplementing_with_vitamin_d,is_a,tips
1211,swaying_side-_to-_side,is_a,motor_skill
1212,sweet_potato,is_a,vegetable
1213,swimming_class,is_a,checklist
1214,taking_a_few_steps_on_themselves,is_a,walking
1215,talking_about_potty,is_a,tips
1216,tantrum,is_a,emotional_behavior
1217,teething,is_a,doing
1218,teething_canines,is_a,teething
1219,teething_cuspids,is_a,teething
1220,teething_first_molar,is_a,teething
1221,teething_lower_cuspids,is_a,teething
1222,teething_lower_second_molar,is_a,teething
1223,teething_upper_second_molar,is_a,teething
1224,telling_change,is_a,potty_training
1225,telling_the_potty_time,is_a,potty_training
1226,terrible_tantrum,is_a,tantrum
1227,thirty_month_medical_checkup,is_a,checklist
1228,three_year_medical_checkup,is_a,checklist
1229,throwing,is_a,motor_skill
1230,throwing_ball,is_a,playing_ball
1231,tips,is_a,advice
1232,toddler,is_a,kid
1233,toddler_bed,is_a,tips
1234,toddler_stage,is_a,growth_stage
1235,toddler_stage,is_a,monthly_stage
1236,toddler_stage,is_not,0_month_old
1237,toddler_stage,is_not,10_month_old
1238,toddler_stage,is_not,11_month_old
1239,toddler_stage,is_not,12_month_old
1240,toddler_stage,is_not,1_month_old
1241,toddler_stage,is_not,2_month_old
1242,toddler_stage,is_not,3_month_old
1243,toddler_stage,is_not,4_month_old
1244,toddler_stage,is_not,5_month_old
1245,toddler_stage,is_not,6_month_old
1246,toddler_stage,is_not,7_month_old
1247,toddler_stage,is_not,8_month_old
1248,toddler_stage,is_not,9_month_old
1249,tofu,is_a,protein
1250,toothbrushing,is_a,hygiene_training
1251,touch,is_a,five_senses
1252,transition_trouble,is_a,cognitive_behavior
1253,truning_head_to_the_voice,is_a,auditory_sense
1254,turkey,is_a,protein
1255,turn_off_tv_before_bed,is_a,tips
1256,two_year_medical_checkup,is_a,checklist
1257,understanding,is_a,doing
1258,understanding_range_of_sounds,is_a,auditory_sense
1259,understanding_words,is_a,etc
1260,unknown_environment,is_a,cause
1261,unresponsive_sleep,is_a,night_terror
1262,using_potty,is_a,potty_training
1263,using_spoon,is_a,eating
1264,varing_in_development,is_a,development
1265,vegetable,is_a,food
1266,violent_behavior,is_a,behavior
1267,vision,is_a,five_senses
1268,vitamin_supplement,is_a,nutritional_supplement
1269,vomiting,is_a,illness
1270,waiting_child_get_used_to,is_a,tips
1271,waking_up_screaming,is_a,night_terror
1272,waking_up_too_early,is_a,sleep_behavior
1273,waking_up_too_often,is_a,sleep_behavior
1274,walking,is_a,motor_skill
1275,walking_around_using_furniture,is_a,walking
1276,walking_backwards,is_a,motor_skill
1277,walking_game,is_a,activity
1278,walking_well,is_a,walking
1279,washing_hair_once_a_week,is_a,checklist
1280,watching_objects_as_they_move,is_a,vision
1281,water,is_a,food
1282,weaning,is_a,eating
1283,well_feed_and_well_rest,is_a,tips
1284,whining,is_a,social_behavior
1285,whining_and_other_annoying_things,is_a,behavior
1286,whole_milk,is_a,milk
1287,whole_wheat_pasta,is_a,pasta
1288,wondering_and_crossing_eye,is_a,vision
1289,yogurt,is_a,diary
1290,zucchini,is_a,vegetable
